model,regime,case,params,mean_rmse,fold0_rmse,fold1_rmse,fold2_rmse
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.372658099757513,7.252369382514562,1.921546056294349,3.9440588604636266
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.392333489533818,7.288284078126483,2.221903267079068,3.6668131233959027
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.441202510478701,7.408637658429577,2.2980800003852053,3.6168898726213223
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.330831401065318,7.206603099498892,1.7293819575815175,4.056509146115544
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.4732802868507076,7.253029051903827,2.321059808435382,3.845752000212913
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.366726664935526,7.258061178587261,2.2002586030399063,3.6418602131794113
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.4595996335313295,7.453226916889742,2.3063595439656894,3.6192124397385568
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.558486711332151,7.260710962288958,2.0699226215461866,4.344826550161309
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.308544390559968,7.247049800292337,1.8433039080569475,3.83527946333062
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.435995223452982,7.295222492650936,2.341892968013653,3.6708702096943546
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.445057613363214,7.401924382996815,2.3574991100327893,3.5757493470600354
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.554458414962775,7.261451803637262,2.0608222120107036,4.341101229240361
