rmse,mae,r2,mape_pct,max_abs_err,model,regime,case,fold_holdout_run,n_train,n_test,best_params,pcm
1.4785046359511436,1.1232184028739256,0.9409720522710252,3.661682552926985,9.671852689359769,Ridge,discharging,case4_solar_and_lags,1,178,131,"{""alpha"": 10.0}",PCM_2
1.873191276806027,1.775456857199508,0.4668335534744422,5.412394404165187,3.750248659099107,Ridge,discharging,case4_solar_and_lags,2,213,96,"{""alpha"": 10.0}",PCM_3
7.370898749984621,6.678756463553573,-0.2352748787869105,16.28899182297262,13.74967969007617,RandomForest,charging,case1_baseline,0,166,71,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_1
1.371890240139348,1.1188749610831603,0.6141858239938187,3.161457886554784,2.4423161237025823,RandomForest,charging,case1_baseline,1,166,71,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_2
3.6209562511060818,3.2747644743619166,0.5518210939512,10.492882177588688,5.4561396950479875,RandomForest,charging,case1_baseline,2,142,95,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_3
7.392135980592301,6.713097736452482,-0.2424033474157787,16.395122279022154,13.766646652620691,RandomForest,charging,case2_solar,0,166,71,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_1
1.3720200762632626,1.0966597881757687,0.6141127933881787,3.088464044074348,2.4331488786225037,RandomForest,charging,case2_solar,1,166,71,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_2
3.643829549999924,3.281138015909609,0.5461409874875838,10.511924900070968,5.496996348652658,RandomForest,charging,case2_solar,2,142,95,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 600}",PCM_3
4.73837310336222,3.4341079812206483,0.489517066639115,7.67750294246715,10.66799999999997,RandomForest,charging,case3_lags,0,166,71,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_1
0.2827248035704984,0.2552112676056116,0.9836142143255884,0.7364858324324415,0.6573333333333977,RandomForest,charging,case3_lags,1,166,71,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_2
3.688532947088064,2.7846070175438338,0.5349365692553443,8.38408622479108,6.635666666666587,RandomForest,charging,case3_lags,2,142,95,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_3
4.777032359716987,3.468872722783363,0.4811532690711829,7.763133537663289,10.751006349206335,RandomForest,charging,case4_solar_and_lags,0,166,71,"{""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 300}",PCM_1
0.2780937625880447,0.2540032356792928,0.9841466172778122,0.7350378023520507,0.6150519841269784,RandomForest,charging,case4_solar_and_lags,1,166,71,"{""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 300}",PCM_2
3.6884478927442608,2.792436277633598,0.5349580169200049,8.43610618175686,6.650707682132662,RandomForest,charging,case4_solar_and_lags,2,142,95,"{""max_depth"": 6, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 300}",PCM_3
2.963264138227638,2.4751978319783507,0.8269854444579439,5.921176293192318,5.376666666666729,RandomForest,discharging,case1_baseline,0,227,82,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_1
2.707102275352571,2.479639882904753,0.8021110106223173,8.243319738334778,5.439666666666625,RandomForest,discharging,case1_baseline,1,178,131,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_2
2.450345973540537,2.1559305555555603,0.0876670215116854,6.585103994837118,3.664666666666669,RandomForest,discharging,case1_baseline,2,213,96,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_3
3.201011172598504,2.6201422764227806,0.7981093105925019,6.156188292194188,5.628333333333401,RandomForest,discharging,case2_solar,0,227,82,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_1
2.736196130512372,2.4951424936386513,0.7978346362469111,8.31195378977158,5.495999999999945,RandomForest,discharging,case2_solar,1,178,131,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_2
2.505683800918459,2.165354166666663,0.0459940404985866,6.590677179837774,3.7606666666667223,RandomForest,discharging,case2_solar,2,213,96,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_3
2.576152572321934,2.06063414634149,0.8692369408836537,4.739876625888882,5.2650000000000645,RandomForest,discharging,case3_lags,0,227,82,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_1
2.0423275554953713,1.4503155216285202,0.8873676626426639,5.087321084551206,6.717999999999918,RandomForest,discharging,case3_lags,1,178,131,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_2
1.10778836539296,0.8717916666666722,0.813528632260559,2.6867972224932646,2.4620000000000175,RandomForest,discharging,case3_lags,2,213,96,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_3
2.713645011662862,2.15673170731711,0.8549064924030838,4.944325438034717,5.560000000000066,RandomForest,discharging,case4_solar_and_lags,0,227,82,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_1
2.0382531574469227,1.4682137404580309,0.8878166123889352,5.128485916940641,6.4419999999998865,RandomForest,discharging,case4_solar_and_lags,1,178,131,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_2
1.130124769312208,0.9024340277777818,0.8059331555425987,2.7880003823665853,2.5580000000000176,RandomForest,discharging,case4_solar_and_lags,2,213,96,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""n_estimators"": 300}",PCM_3
7.240172223513213,6.619079361702379,-0.1918470126597651,16.225182685681506,13.413687045603467,HistGradientBoosting,charging,case1_baseline,0,166,71,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_1
1.8234670835958675,1.6924076957958152,0.3183910191268145,4.930856813844401,2.967167828445888,HistGradientBoosting,charging,case1_baseline,1,166,71,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_2
3.737892670370764,3.144648592729558,0.522406386399735,10.333101065635471,6.084402669439381,HistGradientBoosting,charging,case1_baseline,2,142,95,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_3
7.236952319684476,6.6155662382772205,-0.1907871540568373,16.2173722758874,13.417491696524053,HistGradientBoosting,charging,case2_solar,0,166,71,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_1
1.8207553846666351,1.6893727116653428,0.3204167689003552,4.921352145364167,2.969217347769394,HistGradientBoosting,charging,case2_solar,1,166,71,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_2
3.732789833000647,3.1380012038375944,0.5237094837570022,10.31229064204564,6.084823469422137,HistGradientBoosting,charging,case2_solar,2,142,95,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_3
5.4420495106834235,4.269658944288722,0.3266394087746634,9.87077325791655,11.77711578629166,HistGradientBoosting,charging,case3_lags,0,166,71,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_1
0.6139672766704035,0.564968212495567,0.9227266220894884,1.6375829229950334,0.9087482078480846,HistGradientBoosting,charging,case3_lags,1,166,71,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_2
2.6343717732555585,2.0797317771462143,0.7627758027792545,6.893798047611104,4.880274189099797,HistGradientBoosting,charging,case3_lags,2,142,95,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_3
5.441985113060738,4.271261419197533,0.3266553448901421,9.876297273995863,11.77536692818331,HistGradientBoosting,charging,case4_solar_and_lags,0,166,71,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_1
0.606470256813688,0.557889597899028,0.9246022369484402,1.616977434084801,0.903067458923509,HistGradientBoosting,charging,case4_solar_and_lags,1,166,71,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_2
2.655304738962553,2.106894110222982,0.7589908128120487,6.986332541268486,4.879742897454754,HistGradientBoosting,charging,case4_solar_and_lags,2,142,95,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",PCM_3
2.6035051495585297,2.3948094478166886,0.8664454177829939,5.999648739452597,4.166671498671462,HistGradientBoosting,discharging,case1_baseline,0,227,82,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_1
2.900764832862026,2.739222896983079,0.7727848182526167,8.879832823305223,5.013118330175953,HistGradientBoosting,discharging,case1_baseline,1,178,131,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_2
2.7334372193673757,2.4905445172509935,-0.1353160153777026,7.646084813269314,4.6063102551455515,HistGradientBoosting,discharging,case1_baseline,2,213,96,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_3
2.6035051495585297,2.3948094478166886,0.8664454177829939,5.999648739452597,4.166671498671462,HistGradientBoosting,discharging,case2_solar,0,227,82,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_1
2.8991057031228853,2.736449418880009,0.7730446612097748,8.873013588602813,5.013118330175953,HistGradientBoosting,discharging,case2_solar,1,178,131,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_2
2.7334372193673757,2.4905445172509935,-0.1353160153777026,7.646084813269314,4.6063102551455515,HistGradientBoosting,discharging,case2_solar,2,213,96,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_3
2.3545057829169584,2.0081373673991685,0.8907701256696006,4.72357786810111,4.436214835292823,HistGradientBoosting,discharging,case3_lags,0,227,82,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_1
2.1838077993862997,1.717731734302793,0.8712221624133764,5.7890047844888795,4.651326752476642,HistGradientBoosting,discharging,case3_lags,1,178,131,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_2
1.5274300732724746,1.224526472854074,0.6454959254083242,3.769566969581819,3.500694720295201,HistGradientBoosting,discharging,case3_lags,2,213,96,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_3
2.3545057829169584,2.0081373673991685,0.8907701256696006,4.72357786810111,4.436214835292823,HistGradientBoosting,discharging,case4_solar_and_lags,0,227,82,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_1
2.1838077993862997,1.717731734302793,0.8712221624133764,5.7890047844888795,4.651326752476642,HistGradientBoosting,discharging,case4_solar_and_lags,1,178,131,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_2
1.5274300732724746,1.224526472854074,0.6454959254083242,3.769566969581819,3.500694720295201,HistGradientBoosting,discharging,case4_solar_and_lags,2,213,96,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 800, ""min_samples_leaf"": 5}",PCM_3
